COU,country,VAR,Variable,YEA,year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,pollution_rate,Flag Codes,Flags
ISR,Israel,PUB_IND,Public water supply for industrial activities,2005,2005,M3,Cubic metres,6,Millions,,,120,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,2010,2010,M3,Cubic metres,6,Millions,,,115.21,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,2017,2017,M3,Cubic metres,6,Millions,,,105,,
ISR,Israel,PUB_IND,Public water supply for industrial activities,2020,2020,M3,Cubic metres,6,Millions,,,145,,
ISR,Israel,PUB_MINE,Public water supply for mining and quarrying,2010,2010,M3,Cubic metres,6,Millions,,,1.74,,
ISR,Israel,PUB_MINE,Public water supply for mining and quarrying,2017,2017,M3,Cubic metres,6,Millions,,,23,,
ISR,Israel,PUB_MINE,Public water supply for mining and quarrying,2020,2020,M3,Cubic metres,6,Millions,,,28,,
ISR,Israel,PUB_MANU,Public water supply for total manufacturing,2010,2010,M3,Cubic metres,6,Millions,,,94.19,,
ISR,Israel,PUB_MANU,Public water supply for total manufacturing,2017,2017,M3,Cubic metres,6,Millions,,,107,,
ISR,Israel,PUB_MANU,Public water supply for total manufacturing,2020,2020,M3,Cubic metres,6,Millions,,,145,,
ISR,Israel,PUB_ELEC,Public water supply for electricity,2010,2010,M3,Cubic metres,6,Millions,,,7.82,,
ISR,Israel,PUB_ELEC,Public water supply for electricity,2020,2020,M3,Cubic metres,6,Millions,,,12,,
ISR,Israel,PUB_CONST,Public water supply for construction,2010,2010,M3,Cubic metres,6,Millions,,,11.46,,
ISR,Israel,PUB_HH,Public water supply for households,1980,1980,M3,Cubic metres,6,Millions,,,375,,
ISR,Israel,PUB_HH,Public water supply for households,1985,1985,M3,Cubic metres,6,Millions,,,422,,
ISR,Israel,PUB_HH,Public water supply for households,1990,1990,M3,Cubic metres,6,Millions,,,482,,
ISR,Israel,PUB_HH,Public water supply for households,1995,1995,M3,Cubic metres,6,Millions,,,588,,
ISR,Israel,PUB_HH,Public water supply for households,2000,2000,M3,Cubic metres,6,Millions,,,662,,
ISR,Israel,PUB_HH,Public water supply for households,2005,2005,M3,Cubic metres,6,Millions,,,715,,
ISR,Israel,PUB_HH,Public water supply for households,2010,2010,M3,Cubic metres,6,Millions,,,689,,
ISR,Israel,PUB_HH,Public water supply for households,2015,2015,M3,Cubic metres,6,Millions,,,893,,
ISR,Israel,PUB_HH,Public water supply for households,2016,2016,M3,Cubic metres,6,Millions,,,933,,
ISR,Israel,PUB_HH,Public water supply for households,2017,2017,M3,Cubic metres,6,Millions,,,984,,
ISR,Israel,PUB_HH,Public water supply for households,2018,2018,M3,Cubic metres,6,Millions,,,1011,,
ISR,Israel,PUB_HH,Public water supply for households,2019,2019,M3,Cubic metres,6,Millions,,,1023,,
ISR,Israel,PUB_HH,Public water supply for households,2020,2020,M3,Cubic metres,6,Millions,,,1030,,
ISR,Israel,PUB_HH,Public water supply for households,2021,2021,M3,Cubic metres,6,Millions,,,1063,,
ISR,Israel,PUB_FOOD,Public water supply for food processing industry,2010,2010,M3,Cubic metres,6,Millions,,,22.77,,
ISR,Israel,PUB_FOOD,Public water supply for food processing industry,2017,2017,M3,Cubic metres,6,Millions,,,22,,
ISR,Israel,PUB_FOOD,Public water supply for food processing industry,2020,2020,M3,Cubic metres,6,Millions,,,40,,
ISR,Israel,PUB_MET,Public water supply for basic metals,2010,2010,M3,Cubic metres,6,Millions,,,2.76,,
ISR,Israel,PUB_MET,Public water supply for basic metals,2017,2017,M3,Cubic metres,6,Millions,,,2,,
ISR,Israel,PUB_MET,Public water supply for basic metals,2020,2020,M3,Cubic metres,6,Millions,,,3,,
ISR,Israel,PUB_TEX,Public water supply for textiles,2010,2010,M3,Cubic metres,6,Millions,,,4.53,,
ISR,Israel,PUB_TEX,Public water supply for textiles,2017,2017,M3,Cubic metres,6,Millions,,,1,,
ISR,Israel,PUB_TEX,Public water supply for textiles,2020,2020,M3,Cubic metres,6,Millions,,,1,,
ISR,Israel,PUB_PAPER,Public water supply for paper products,2010,2010,M3,Cubic metres,6,Millions,,,4.2,,
ISR,Israel,PUB_PAPER,Public water supply for paper products,2017,2017,M3,Cubic metres,6,Millions,,,4,,
ISR,Israel,PUB_PAPER,Public water supply for paper products,2020,2020,M3,Cubic metres,6,Millions,,,5,,
ISR,Israel,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2010,2010,M3,Cubic metres,6,Millions,,,36.11,,
ISR,Israel,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2017,2017,M3,Cubic metres,6,Millions,,,27,,
ISR,Israel,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2020,2020,M3,Cubic metres,6,Millions,,,27,,
ISR,Israel,PUB_OTHER,Public water supply for other manufacturing industries,2010,2010,M3,Cubic metres,6,Millions,,,23.82,,
ISR,Israel,PUB_OTHER,Public water supply for other manufacturing industries,2017,2017,M3,Cubic metres,6,Millions,,,49,,
ISR,Israel,PUB_SER,Public water supply for services,2010,2010,M3,Cubic metres,6,Millions,,,222.8,,
SVN,Slovenia,PUB,Public water supply,1980,1980,M3,Cubic metres,6,Millions,,,160,,
SVN,Slovenia,PUB,Public water supply,1985,1985,M3,Cubic metres,6,Millions,,,158.7,,
SVN,Slovenia,PUB,Public water supply,1990,1990,M3,Cubic metres,6,Millions,,,166.1,,
SVN,Slovenia,PUB,Public water supply,1995,1995,M3,Cubic metres,6,Millions,,,142.8,,
SVN,Slovenia,PUB,Public water supply,2000,2000,M3,Cubic metres,6,Millions,,,108.2,,
SVN,Slovenia,PUB,Public water supply,2005,2005,M3,Cubic metres,6,Millions,,,119.3,,
SVN,Slovenia,PUB,Public water supply,2015,2015,M3,Cubic metres,6,Millions,,,112,,
SVN,Slovenia,PUB,Public water supply,2016,2016,M3,Cubic metres,6,Millions,,,112.2,,
SVN,Slovenia,PUB,Public water supply,2017,2017,M3,Cubic metres,6,Millions,,,116.6,,
SVN,Slovenia,PUB,Public water supply,2018,2018,M3,Cubic metres,6,Millions,,,116.382,,
SVN,Slovenia,PUB,Public water supply,2019,2019,M3,Cubic metres,6,Millions,,,117.25,,
SVN,Slovenia,PUB,Public water supply,2020,2020,M3,Cubic metres,6,Millions,,,118.3,,
SVN,Slovenia,PUB,Public water supply,2021,2021,M3,Cubic metres,6,Millions,,,120.63,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2005,2005,M3,Cubic metres,6,Millions,,,4.9,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2015,2015,M3,Cubic metres,6,Millions,,,3.13,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2016,2016,M3,Cubic metres,6,Millions,,,2.4,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2017,2017,M3,Cubic metres,6,Millions,,,2.4,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2018,2018,M3,Cubic metres,6,Millions,,,1.82,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2019,2019,M3,Cubic metres,6,Millions,,,2.45,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2020,2020,M3,Cubic metres,6,Millions,,,2.45,,
SVN,Slovenia,PUB_AGR,"Public water supply for agriculture, forestry and fishing",2021,2021,M3,Cubic metres,6,Millions,,,2.53,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2000,2000,M3,Cubic metres,6,Millions,,,0.6,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2005,2005,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2010,2010,M3,Cubic metres,6,Millions,,,0.3,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2015,2015,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2016,2016,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2017,2017,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2018,2018,M3,Cubic metres,6,Millions,,,0.168,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2019,2019,M3,Cubic metres,6,Millions,,,0.13,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2020,2020,M3,Cubic metres,6,Millions,,,0.112,,
SVN,Slovenia,PUB_MINE,Public water supply for mining and quarrying,2021,2021,M3,Cubic metres,6,Millions,,,0.1,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2000,2000,M3,Cubic metres,6,Millions,,,19.1,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2005,2005,M3,Cubic metres,6,Millions,,,12.6,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2010,2010,M3,Cubic metres,6,Millions,,,9.5,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2015,2015,M3,Cubic metres,6,Millions,,,9.2,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2016,2016,M3,Cubic metres,6,Millions,,,9.1,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2017,2017,M3,Cubic metres,6,Millions,,,9.7,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2018,2018,M3,Cubic metres,6,Millions,,,9.599,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2019,2019,M3,Cubic metres,6,Millions,,,10.64,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2020,2020,M3,Cubic metres,6,Millions,,,10.759,,
SVN,Slovenia,PUB_MANU,Public water supply for total manufacturing,2021,2021,M3,Cubic metres,6,Millions,,,10.97,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2000,2000,M3,Cubic metres,6,Millions,,,0.7,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2005,2005,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2015,2015,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2016,2016,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2017,2017,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2018,2018,M3,Cubic metres,6,Millions,,,0.112,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2019,2019,M3,Cubic metres,6,Millions,,,0.21,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2020,2020,M3,Cubic metres,6,Millions,,,0.13,,
SVN,Slovenia,PUB_ELEC,Public water supply for electricity,2021,2021,M3,Cubic metres,6,Millions,,,0.13,,
SVN,Slovenia,PUB_HH,Public water supply for households,1980,1980,M3,Cubic metres,6,Millions,,,60.1,,
SVN,Slovenia,PUB_HH,Public water supply for households,1985,1985,M3,Cubic metres,6,Millions,,,75.7,,
SVN,Slovenia,PUB_HH,Public water supply for households,1990,1990,M3,Cubic metres,6,Millions,,,86.2,,
SVN,Slovenia,PUB_HH,Public water supply for households,1995,1995,M3,Cubic metres,6,Millions,,,86.5,,
SVN,Slovenia,PUB_HH,Public water supply for households,2000,2000,M3,Cubic metres,6,Millions,,,88,,
SVN,Slovenia,PUB_HH,Public water supply for households,2005,2005,M3,Cubic metres,6,Millions,,,84.8,,
SVN,Slovenia,PUB_HH,Public water supply for households,2010,2010,M3,Cubic metres,6,Millions,,,85,,
SVN,Slovenia,PUB_HH,Public water supply for households,2015,2015,M3,Cubic metres,6,Millions,,,78.5,,
SVN,Slovenia,PUB_HH,Public water supply for households,2016,2016,M3,Cubic metres,6,Millions,,,78.4,,
SVN,Slovenia,PUB_HH,Public water supply for households,2017,2017,M3,Cubic metres,6,Millions,,,79,,
SVN,Slovenia,PUB_HH,Public water supply for households,2018,2018,M3,Cubic metres,6,Millions,,,79.46,,
SVN,Slovenia,PUB_HH,Public water supply for households,2019,2019,M3,Cubic metres,6,Millions,,,79.64,,
SVN,Slovenia,PUB_HH,Public water supply for households,2020,2020,M3,Cubic metres,6,Millions,,,84.55,,
SVN,Slovenia,PUB_HH,Public water supply for households,2021,2021,M3,Cubic metres,6,Millions,,,85,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2000,2000,M3,Cubic metres,6,Millions,,,6.5,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2005,2005,M3,Cubic metres,6,Millions,,,5.5,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2010,2010,M3,Cubic metres,6,Millions,,,3.2,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2015,2015,M3,Cubic metres,6,Millions,,,3.2,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2016,2016,M3,Cubic metres,6,Millions,,,3.4,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2017,2017,M3,Cubic metres,6,Millions,,,3.7,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2018,2018,M3,Cubic metres,6,Millions,,,3.567,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2019,2019,M3,Cubic metres,6,Millions,,,3.76,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2020,2020,M3,Cubic metres,6,Millions,,,3.516,,
SVN,Slovenia,PUB_FOOD,Public water supply for food processing industry,2021,2021,M3,Cubic metres,6,Millions,,,3.72,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2000,2000,M3,Cubic metres,6,Millions,,,2.3,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2005,2005,M3,Cubic metres,6,Millions,,,1.1,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2010,2010,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2015,2015,M3,Cubic metres,6,Millions,,,0.5,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2016,2016,M3,Cubic metres,6,Millions,,,0.5,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2017,2017,M3,Cubic metres,6,Millions,,,0.5,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2018,2018,M3,Cubic metres,6,Millions,,,0.539,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2019,2019,M3,Cubic metres,6,Millions,,,0.56,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2020,2020,M3,Cubic metres,6,Millions,,,0.467,,
SVN,Slovenia,PUB_MET,Public water supply for basic metals,2021,2021,M3,Cubic metres,6,Millions,,,0.43,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2000,2000,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2005,2005,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2010,2010,M3,Cubic metres,6,Millions,,,0.6,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2015,2015,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2016,2016,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2017,2017,M3,Cubic metres,6,Millions,,,0.5,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2018,2018,M3,Cubic metres,6,Millions,,,0.521,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2019,2019,M3,Cubic metres,6,Millions,,,0.56,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2020,2020,M3,Cubic metres,6,Millions,,,0.452,,
SVN,Slovenia,PUB_TR,Public water supply transport vehicles and equipment,2021,2021,M3,Cubic metres,6,Millions,,,0.39,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2000,2000,M3,Cubic metres,6,Millions,,,0.9,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2005,2005,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2010,2010,M3,Cubic metres,6,Millions,,,0.3,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2015,2015,M3,Cubic metres,6,Millions,,,0.1,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2016,2016,M3,Cubic metres,6,Millions,,,0.1,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2017,2017,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2018,2018,M3,Cubic metres,6,Millions,,,0.115,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2019,2019,M3,Cubic metres,6,Millions,,,0.13,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2020,2020,M3,Cubic metres,6,Millions,,,0.109,,
SVN,Slovenia,PUB_TEX,Public water supply for textiles,2021,2021,M3,Cubic metres,6,Millions,,,0.11,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2000,2000,M3,Cubic metres,6,Millions,,,0.6,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2005,2005,M3,Cubic metres,6,Millions,,,0.4,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2010,2010,M3,Cubic metres,6,Millions,,,0.2,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2015,2015,M3,Cubic metres,6,Millions,,,0.1,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2016,2016,M3,Cubic metres,6,Millions,,,0.1,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2017,2017,M3,Cubic metres,6,Millions,,,0.1,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2018,2018,M3,Cubic metres,6,Millions,,,0.143,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2019,2019,M3,Cubic metres,6,Millions,,,0.14,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2020,2020,M3,Cubic metres,6,Millions,,,0.116,,
SVN,Slovenia,PUB_PAPER,Public water supply for paper products,2021,2021,M3,Cubic metres,6,Millions,,,0.11,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2000,2000,M3,Cubic metres,6,Millions,,,2,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2005,2005,M3,Cubic metres,6,Millions,,,1.8,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2010,2010,M3,Cubic metres,6,Millions,,,1.8,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2015,2015,M3,Cubic metres,6,Millions,,,2.2,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2016,2016,M3,Cubic metres,6,Millions,,,2.1,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2017,2017,M3,Cubic metres,6,Millions,,,2.2,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2018,2018,M3,Cubic metres,6,Millions,,,2.041,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2019,2019,M3,Cubic metres,6,Millions,,,2.08,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2020,2020,M3,Cubic metres,6,Millions,,,2.108,,
SVN,Slovenia,PUB_CHEM,"Public water supply for chemicals, refined petroleum etc",2021,2021,M3,Cubic metres,6,Millions,,,2.03,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2000,2000,M3,Cubic metres,6,Millions,,,6.4,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2005,2005,M3,Cubic metres,6,Millions,,,3,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2010,2010,M3,Cubic metres,6,Millions,,,3,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2015,2015,M3,Cubic metres,6,Millions,,,2.7,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2016,2016,M3,Cubic metres,6,Millions,,,2.5,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2017,2017,M3,Cubic metres,6,Millions,,,2.5,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2018,2018,M3,Cubic metres,6,Millions,,,2.673,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2019,2019,M3,Cubic metres,6,Millions,,,3.41,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2020,2020,M3,Cubic metres,6,Millions,,,3.99,,
SVN,Slovenia,PUB_OTHER,Public water supply for other manufacturing industries,2021,2021,M3,Cubic metres,6,Millions,,,4.18,,
